"Annot_Gene"	"Annot_Christoforou_Uniprot_G.O_overlap"	"Annot_Christoforou_Uniprot_G.O_sum"	"Annot_HPA_Single_supportive"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_Uniprot_G.O_overlap"	"precision_assigned_location_Christoforou_Uniprot_G.O_overlap"	"assigned_location_Christoforou_Uniprot_G.O_sum"	"precision_assigned_location_Christoforou_Uniprot_G.O_sum"	"assigned_location_HPA_Single_supportive"	"precision_assigned_location_HPA_Single_supportive"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"RBM14"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"mediator complex; nucleus; ribonucleoprotein complex; transcription factor complex"	" Nucleus Nucleus nucleolus Note=In punctate subnuclear structures often located adjacent to splicing speckles called paraspeckles"	"overlaps 10"	24	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"RBM14"	"-"	30	4	6	1	6	8	10	24	40	72	"-"	1	130	70	1	1	1	1	1	1	1	1	NA	6	128	22	14	22	6	NA	1	97	2	NA	1	65	33	NA	1	1	100	NA	1	41	44	15	NA	1	66	34	NA	1	100	NA	1	100	1	NA	1	34	55	12
"RBM39"	"NUCLEUS"	"NUCLEUS"	""	"Nucleus but not nucleoli"	"Microtubule organizing center;Cytoskeleton (Microtubules)"	"Supportive"	"microtubule cytoskeleton; microtubule organizing center; nucleoplasm; nucleus"	" Nucleus speckle Note=Concentrated in nuclear speckles Colocalizes with the core spliceosomal snRNP proteins"	"overlaps 10"	24	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"RBM39"	"-"	52	6	8	1	4	8	10	16	30	66	"-"	1	50	142	4	1	1	1	1	1	1	1	NA	8	130	20	16	4	24	NA	6	94	1	NA	14	78	8	NA	1	25	75	NA	41	27	18	14	NA	1	86	14	NA	3	97	NA	9	67	24	NA	2	34	29	35
"EXOSC8"	"NUCLEUS"	"NUCLEUS"	""	"Mitochondria"	NA	"Uncertain"	"cytoplasm; cytosol; exosome (RNase complex); nucleus"	" Cytoplasm {ECO:0000269|PubMed:17545563} Nucleus {ECO:0000269|PubMed:17545563} Nucleus nucleolus {ECO:0000250}"	"overlaps 8"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"EXOSC8"	"-"	52	8	6	1	4	6	12	26	34	52	"-"	1	20	180	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	43	57	1	NA	24	21	55	NA	9	74	17	NA	1	1	1	1	NA	9	91	1	NA	13	87	NA	1	97	3	NA	1	38	26	35
"EXOSC9"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleoli"	"Nucleus"	"Supportive"	"cytoplasm; cytosol; exosome (RNase complex); intermediate filament cytoskeleton; nuclear exosome (RNase complex); nucleolus; nucleus"	" Cytoplasm Nucleus nucleolus;  Isoform 1: Nucleus nucleolus;  Isoform 2: Nucleus nucleolus;  Isoform 3: Nucleus Note=Excluded from the nucleolus"	"overlaps 7"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"EXOSC9"	"-"	46	1	6	1	1	4	16	30	40	56	"-"	1	60	140	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	9	90	1	NA	1	20	76	NA	4	96	1	NA	1	1	1	1	NA	1	1	1	NA	18	82	NA	17	76	8	NA	1	21	60	18
"GTF2H1"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"core TFIIH complex; holo TFIIH complex; nucleoplasm; nucleus"	" Nucleus"	"overlaps 5"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"GTF2H1"	"-"	60	4	4	1	1	6	10	38	38	40	"-"	1	1	200	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	5	95	1	NA	28	48	24	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	1	1	NA	1	1	1	1
"GTF3C1"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleoli"	"Nucleus"	"Supportive"	"membrane; nucleolus; nucleoplasm; nucleus; ribonucleoprotein complex; transcription factor TFIIIC complex"	" Nucleus"	"overlaps 7"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"GTF3C1"	"-"	6	1	4	1	1	8	26	54	58	40	"-"	1	26	174	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	98	1	NA	46	49	5	NA	1	100	1	NA	1	100	1	1	NA	1	1	1	NA	1	100	NA	1	1	1	NA	14	76	1	10
"GTF3C2"	"NUCLEUS"	"NUCLEUS"	""	NA	NA	NA	"nucleoplasm; transcription factor TFIIIC complex"	" Nucleus"	"overlaps 7"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"GTF3C2"	"-"	16	1	1	1	1	6	16	64	52	40	"-"	1	1	200	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	99	1	NA	8	55	38	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	31	69	1	NA	1	71	15	14
"MORF4L2"	""	"NUCLEUS"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"nucleolus; nucleoplasm; nucleus"	" Nucleus"	"overlaps 8"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"MORF4L2"	"-"	30	4	4	1	1	8	24	52	50	26	"-"	1	42	158	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	13	86	1	NA	43	49	7	NA	1	99	1	NA	1	100	1	1	NA	1	1	1	NA	1	100	NA	1	89	11	NA	30	30	1	40
"PELP1"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"cytoplasm; membrane; MLL1 complex; nucleolus; nucleus; transcriptionally active chromatin"	" Nucleus nucleoplasm {ECO:0000250} Nucleus Cytoplasm Note=Mainly found in the nucleoplasm with low levels detected in the cytoplasm (By similarity) Also found associated with the plasma membrane Mainly in cytoplasm in a subset of breast tumors Localization is widely deregulated in endometrial cancers with predominantly cytoplasm localization in high-grade endometrial tumors {ECO:0000250}"	"overlaps 8"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"PELP1"	"-"	62	4	10	4	10	6	6	16	26	58	"-"	1	4	162	16	16	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	97	3	NA	10	45	45	NA	1	93	7	NA	1	56	35	8	NA	1	1	1	NA	1	99	NA	5	91	4	NA	1	33	64	3
"SMARCD2"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nuclear chromatin; nucleus; protein complex; SWI/SNF complex"	" Nucleus"	"overlaps 6"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"SMARCD2"	"-"	28	1	1	1	1	6	24	40	42	54	"-"	1	80	116	4	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	100	1	NA	1	1	1	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	88	3	10
"THOC2"	"NUCLEUS"	"NUCLEUS"	""	NA	NA	NA	"THO complex; THO complex part of transcription export complex; transcription export complex"	" Nucleus {ECO:0000305} Nucleus speckle {ECO:0000305}"	"overlaps 8"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"THOC2"	"-"	26	1	1	1	1	6	16	40	44	60	"-"	1	22	176	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	2	98	1	NA	14	78	7	NA	1	53	47	NA	1	46	47	7	NA	1	1	1	NA	1	100	NA	1	99	1	NA	1	68	31	1
"THOC5"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nucleus; THO complex; THO complex part of transcription export complex; transcription export complex"	" Nucleus Nucleus speckle {ECO:0000305} Cytoplasm {ECO:0000250} Note=Shuttles between nucleus and cytoplasm"	"overlaps 8"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"THOC5"	"-"	28	1	6	1	1	6	20	34	44	60	"-"	1	1	182	18	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	89	11	NA	1	94	5	NA	1	100	1	NA	1	36	64	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	90	10	1
"UTP3"	"NUCLEUS"	"NUCLEUS"	""	"Nucleoli"	NA	"Uncertain"	"nucleolus; nucleus"	" Nucleus {ECO:0000250}"	"overlaps 8"	136	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"UTP3"	"-"	26	1	4	1	1	4	12	36	44	70	"-"	1	58	142	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	3	96	1	NA	1	1	89	NA	1	100	1	NA	1	47	53	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	47	46	7
"CSTF1"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nucleoplasm; nucleus"	" Nucleus"	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"CSTF1"	"-"	32	4	4	1	4	4	6	28	48	66	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	44	128	4	1	1	22	NA	5	95	1	NA	1	94	4	NA	3	96	2	NA	1	1	1	1	NA	1	1	1	NA	1	99	NA	1	69	31	NA	1	43	23	35
"CSTF2"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cleavage body; mRNA cleavage and polyadenylation specificity factor complex; nucleoplasm; nucleus"	" Nucleus {ECO:0000269|PubMed:11598190} Note=Localized with DDX1 in cleavage bodies"	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"CSTF2"	"-"	38	4	4	4	4	4	8	18	42	74	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	48	126	4	4	1	20	NA	33	66	1	NA	24	74	1	NA	36	52	12	NA	1	1	1	1	NA	1	1	1	NA	3	97	NA	12	37	51	NA	25	29	6	40
"CTCF"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"chromosome, centromeric region; condensed chromosome; nucleolus; nucleoplasm; nucleus"	" Nucleus nucleoplasm Chromosome Chromosome centromere Note=May translocate to the nucleolus upon cell differentiation Associates with both centromeres and chromosomal arms during metaphase Associates with the H19 ICR in mitotic chromosomes May be preferentially excluded from heterochromatin during interphase"	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"CTCF"	"-"	4	1	1	1	1	4	20	60	50	58	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	20	136	1	1	1	44	NA	1	100	1	NA	17	68	14	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	50	50	1	NA	1	76	12	12
"DPF2"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"centrosome; cytoplasm; intracellular membrane-bounded organelle; nuclear chromatin; nucleus"	" Nucleus Cytoplasm Note=30% nuclear 70% cytoplasmic"	"overlaps 8"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"DPF2"	"-"	20	1	1	1	1	6	16	58	52	44	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	12	174	1	1	1	14	NA	1	100	1	NA	1	92	7	NA	1	100	1	NA	1	64	36	1	NA	1	1	1	NA	1	100	NA	1	75	25	NA	1	70	18	12
"NCOA5"	"NUCLEUS"	"NUCLEUS"	""	"Nucleus;Cytoskeleton (Actin filaments)"	NA	"Supportive"	"actin cytoskeleton; extracellular space; nucleus"	" Nucleus"	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"NCOA5"	"-"	12	4	1	1	1	4	6	18	50	104	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	16	172	1	1	1	14	NA	1	100	1	NA	28	54	18	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	51	49	1
"PAF1"	""	""	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"Cdc73/Paf1 complex"	" Nucleus {ECO:0000269|PubMed:16491129} Note=Punctuate distribution throughout the nucleus except in nucleoli and the perinuclear chromatin"	"overlaps 8"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"PAF1"	"-"	90	1	6	1	4	6	8	22	18	46	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	46	120	1	1	1	34	NA	3	97	1	NA	16	67	17	NA	1	67	33	NA	1	50	32	18	NA	1	1	1	NA	1	100	NA	1	81	19	NA	1	54	28	19
"POLR2C"	""	"NUCLEUS"	""	"Nucleus but not nucleoli"	"Cytoplasm;Cytoskeleton (Microtubules)"	"Supportive"	"cytoplasm; DNA-directed RNA polymerase II, core complex; microtubule cytoskeleton; nucleoplasm; nucleus"	" Nucleus {ECO:0000269|PubMed:9852112}"	"overlaps 8"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"POLR2C"	"-"	50	6	6	1	4	4	10	42	36	42	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	90	110	1	1	1	1	NA	48	52	1	NA	34	58	8	NA	1	82	18	NA	1	1	1	1	NA	24	34	42	NA	22	78	NA	13	80	8	NA	29	63	3	5
"PPP1R8"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nuclear speck; nucleus; spliceosomal complex"	" Nucleus Nucleus speckle Note=Primarily but not exclusively nuclear;  Isoform Gamma: Cytoplasm Note=Found mainly in the cytoplasm"	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"PPP1R8"	"-"	44	1	6	1	1	4	10	30	46	52	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	36	160	1	1	1	4	NA	29	71	1	NA	23	56	20	NA	48	41	11	NA	1	1	1	1	NA	1	1	1	NA	28	71	NA	1	100	1	NA	2	82	1	16
"RAD21"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"chromosome; chromosome, centromeric region; cohesin complex; cytosol; membrane; nuclear meiotic cohesin complex; nucleoplasm; nucleus"	" Nucleus Chromosome Chromosome centromere Note=Associates with chromatin Before prophase it is scattered along chromosome arms During prophase most of cohesin complexes dissociate from chromatin probably because of phosphorylation by PLK except at centromeres where cohesin complexes remain At anaphase it is cleaved by separase/ESPL1 leading to the dissociation of the complex from chromosomes allowing chromosome separation Once cleaved by caspase-3 the C-terminal 64 kDa cleavage product translocates to the cytoplasm where it may trigger apoptosis"	"overlaps 8"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"RAD21"	"-"	10	1	1	1	1	4	20	62	58	42	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	4	152	1	14	18	10	NA	2	98	1	NA	4	87	9	NA	1	84	16	NA	1	28	61	12	NA	1	1	1	NA	1	100	NA	1	92	8	NA	1	42	23	36
"RNPS1"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"ASAP complex; cytoplasm; cytosol; nucleoplasm; nucleus"	" Nucleus Nucleus speckle Cytoplasm Note=Nucleocytoplasmic shuttling protein Colocalizes with the core EJC ALYREF/THOC4 NXF1 and UAP56 in the nucleus and nuclear speckles"	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"RNPS1"	"-"	26	4	6	1	1	1	12	26	32	92	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	26	142	14	1	1	14	NA	6	94	1	NA	10	81	9	NA	1	96	4	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	98	2	NA	1	39	53	7
"SNRPE"	"NUCLEUS"	"NUCLEUS"	""	NA	NA	NA	"catalytic step 2 spliceosome; cytosol; extracellular vesicular exosome; methylosome; nucleoplasm; nucleus; pICln-Sm protein complex; small nuclear ribonucleoprotein complex; SMN-Sm protein complex; spliceosomal complex; U12-type spliceosomal complex; U1 snRNP; U4 snRNP; U7 snRNP"	" Cytoplasm cytosol Nucleus Note=SMN-mediated assembly into core snRNPs occurs in the cytosol before SMN-mediated transport to the nucleus to be included in spliceosomes"	"overlaps 8"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"SNRPE"	"-"	62	1	8	1	4	1	4	16	30	68	"-"	74	28	36	1	24	20	6	1	1	1	6	NA	36	146	10	4	1	1	NA	12	88	1	NA	16	81	3	NA	12	70	18	NA	1	1	1	1	NA	1	1	1	NA	12	88	NA	1	97	3	NA	10	72	5	13
"SUMO1"	""	""	""	"Nucleus;Nuclear membrane"	"Nucleoli"	"Supportive"	"cytoplasm; dendrite; nuclear membrane; nuclear pore; nucleolus; nucleoplasm; nucleus; PML body; synapse"	" Nucleus membrane Nucleus speckle Cytoplasm Nucleus PML body Note=Recruited by BCL11A into the nuclear body {ECO:0000250}"	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"SUMO1"	"-"	20	4	4	1	4	8	22	32	40	64	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	54	134	8	1	1	1	NA	11	89	1	NA	5	62	33	NA	39	36	25	NA	1	1	1	1	NA	1	1	1	NA	2	98	NA	19	79	2	NA	12	20	26	42
"ZC3H11A"	""	""	""	"Nucleus but not nucleoli"	"Plasma membrane;Cytoskeleton (Intermediate filaments)"	"Supportive"	NA	NA	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"ZC3H11A"	"-"	24	1	4	1	1	6	20	40	44	60	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	14	140	40	1	1	6	NA	1	93	7	NA	7	70	22	NA	1	80	20	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	43	25	32
"ZC3H14"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nucleolus; nucleus"	" Nucleus speckle {ECO:0000269|PubMed:17630287 ECO:0000269|PubMed:19303045 ECO:0000269|PubMed:24671764};  Isoform 1: Nucleus speckle;  Isoform 3: Nucleus speckle;  Isoform 6: Cytoplasm"	"overlaps 7"	408	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"ZC3H14"	"-"	42	1	1	1	1	4	8	14	26	102	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	44	136	1	1	1	20	NA	1	100	1	NA	1	30	68	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	54	18	29
"CDYL"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nucleus"	" Nucleus {ECO:0000269|PubMed:18450745 ECO:0000269|PubMed:19808672}"	"overlaps 3"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"CDYL"	"-"	38	4	4	1	1	10	6	58	50	30	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	55	9	36	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	1	1	1
"KDM2A"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"nuclear chromatin; nucleolus; nucleus"	" Nucleus nucleoplasm {ECO:0000269|PubMed:19001877 ECO:0000269|PubMed:20417597} Note=Punctate expression throughout the nucleoplasm and enriched in the perinucleolar region Specifically nucleates at CpG islands where it's presence results in chromatin depleted in H3K36me2"	"overlaps 4"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"KDM2A"	"-"	14	1	1	1	1	6	14	52	46	62	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	74	11	15	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	86	10	3
"MCRS1"	"NUCLEUS"	"NUCLEUS"	""	"Nucleus but not nucleoli"	"Cell Junctions"	"Supportive"	"cytoplasm; histone acetyltransferase complex; Ino80 complex; MLL1 complex; nucleoplasm; nucleus"	" Nucleus Nucleus nucleolus Note=In microspherules in the nucleolus"	"overlaps 3"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"MCRS1"	"-"	16	1	1	1	1	4	22	58	50	44	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	94	2	4	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	1	1	1
"MNT"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"nucleus"	" Nucleus"	"overlaps 3"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"MNT"	"-"	4	1	1	1	1	1	10	70	68	44	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	97	2	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	1	1	1
"MPHOSPH8"	"NUCLEUS"	"NUCLEUS"	""	"Nucleus"	"Plasma membrane;Cytoplasm"	"Uncertain"	"cytoplasm; extracellular vesicular exosome; nuclear heterochromatin; nuclear nucleosome; nucleolus; nucleus; plasma membrane"	" Nucleus {ECO:0000269|PubMed:20871592 ECO:0000269|PubMed:8885239} Note=Detected on heterochromatin Detected on nucleosomes"	"overlaps 4"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"MPHOSPH8"	"-"	18	1	6	1	1	1	20	50	42	60	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	78	10	12	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	100	1	1
"NRM"	""	"NUCLEUS"	""	NA	NA	NA	"integral component of membrane; membrane; nuclear envelope"	" Nucleus inner membrane {ECO:0000269|PubMed:10402458 ECO:0000269|PubMed:15542857 ECO:0000269|PubMed:23092226}; Multi-pass membrane protein {ECO:0000269|PubMed:10402458 ECO:0000269|PubMed:15542857 ECO:0000269|PubMed:23092226}"	"overlaps 4"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"NRM"	"-"	1	6	1	4	8	12	20	52	64	34	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	70	18	12	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	24	76	NA	1	100	1	NA	1	14	64	22
"NXT1"	"NUCLEUS"	"NUCLEUS"	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"cytoplasm; nuclear pore"	" Nucleus Nucleus speckle {ECO:0000305} Cytoplasm Note=Shuttles between the nucleus and the cytoplasm"	"overlaps 4"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"NXT1"	"-"	38	1	6	1	1	6	18	28	38	64	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	97	2	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	100	1	1
"SIN3B"	""	"NUCLEUS"	""	NA	NA	NA	"autosome; cytoplasm; nucleoplasm; nucleus; X chromosome; XY body; Y chromosome"	" Nucleus {ECO:0000255|PROSITE-ProRule:PRU00810}"	"overlaps 4"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"SIN3B"	"-"	30	14	14	8	16	14	14	40	34	18	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	75	23	3	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	86	1	14
"SLU7"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; cytoplasm; intracellular membrane-bounded organelle; membrane; nuclear speck; nucleus; small nuclear ribonucleoprotein complex; spliceosomal complex"	" Nucleus Cytoplasm Note=Predominantly nuclear Shuttling between the nucleus and the cytoplasm is regulated by the CCHC-type zinc finger Upon UV-C stress stimulus the nuclear concentration of the protein decreases affecting alternative splicing Translocates from the nucleus to the cytoplasm after heat shock cell treatment Accumulates in cytoplasmic vesicle-like organelles after heat shock treatment which may represent stress granules"	"overlaps 3"	409	"NUCLEUS"	1	"NUCLEUS"	1	"NUCLEUS"	1	"SLU7"	"-"	36	1	4	1	1	4	12	20	42	78	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	73	24	3	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	1	1	1
